,NumberOfTime30-59DaysPastDueNotWorse,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,bins_age,bins_MonthlyIncome,bins_RevolvingUtilizationOfUnsecuredLines,bins_DebtRatio
77330,3,8,0,0,0,0.0,6,2,3,1
6330,0,7,0,1,0,0.0,6,9,2,0
75186,1,12,0,1,2,0.0,11,2,0,0
54239,0,7,0,1,0,2.0,3,2,3,3
62306,0,3,0,1,0,1.0,3,1,3,3
138518,2,4,1,0,2,3.0,6,3,3,0
136311,0,8,0,1,0,0.0,6,5,1,3
85853,0,10,0,0,0,0.0,7,5,1,3
32732,0,9,0,2,0,1.0,7,3,1,2
42875,0,21,0,2,0,1.0,5,4,1,2
28754,0,10,0,3,0,4.0,6,5,3,3
50617,0,10,0,2,0,2.0,9,8,2,1
88348,0,15,0,5,0,2.0,8,9,1,1
45372,0,2,0,1,0,1.0,8,4,1,1
73276,0,10,0,2,0,0.0,9,9,0,1
72695,0,11,0,1,0,0.0,4,3,3,2
142758,0,11,0,0,0,0.0,12,0,2,3
30128,0,12,0,3,0,0.0,7,5,1,3
112454,0,9,0,0,0,3.0,3,3,2,2
94761,0,5,0,1,0,0.0,8,5,2,3
48277,0,6,0,2,0,0.0,9,5,0,3
105478,0,7,0,0,0,0.0,3,6,3,1
76889,1,2,0,0,0,0.0,9,6,3,0
34898,0,10,0,0,0,3.0,8,5,1,3
30875,0,1,0,0,0,0.0,9,4,3,0
30947,0,3,0,0,0,1.0,1,5,2,0
54244,1,6,1,1,2,2.0,4,3,0,2
43132,0,20,0,3,0,1.0,8,7,2,3
30753,0,12,0,0,0,2.0,4,5,3,1
7090,0,13,0,1,0,3.0,5,9,1,1
27137,0,16,0,0,1,0.0,8,8,0,0
42775,0,13,0,2,0,1.0,8,3,1,2
5549,0,4,0,0,0,1.0,2,2,3,1
50446,1,15,0,2,0,0.0,9,5,1,3
109771,0,6,0,0,0,0.0,12,5,0,0
51194,0,11,0,1,0,0.0,10,9,0,0
10248,0,6,0,1,0,3.0,4,8,2,1
17428,0,2,0,0,0,0.0,3,2,2,0
13036,0,12,0,2,0,0.0,11,3,1,1
75662,0,12,0,2,0,0.0,9,5,0,3
73785,0,0,0,0,0,0.0,2,1,3,0
51002,0,4,0,0,0,0.0,4,3,2,0
47134,0,9,0,1,0,0.0,8,3,2,2
117894,0,15,0,3,0,4.0,7,9,2,2
44981,0,7,0,1,0,0.0,7,2,0,2
81358,1,1,0,0,0,0.0,4,5,3,3
122140,0,10,0,1,0,0.0,11,4,2,2
122696,0,11,0,0,0,0.0,12,1,1,0
74276,0,26,0,1,0,0.0,10,2,1,1
31025,1,9,0,1,1,0.0,8,4,2,1
124433,0,13,0,1,0,1.0,10,4,0,1
31949,0,6,0,2,0,0.0,6,5,1,3
78685,0,1,0,0,0,0.0,12,5,3,0
91197,0,10,0,1,0,0.0,3,3,2,2
7085,2,18,0,0,0,0.0,11,4,3,1
94069,0,34,0,19,0,3.0,7,9,2,2
112418,0,7,0,1,0,3.0,8,5,1,3
57836,0,16,0,2,0,2.0,10,2,0,2
136840,0,4,0,1,0,0.0,12,5,2,0
104883,1,15,0,2,0,3.0,6,9,2,2
40242,0,2,0,0,0,2.0,4,2,0,0
35476,0,8,0,1,0,0.0,9,3,1,2
74690,0,10,0,1,0,0.0,12,5,0,3
11213,0,10,0,1,0,0.0,11,3,2,1
82777,0,14,0,2,0,0.0,4,9,0,2
21369,0,11,0,0,0,0.0,7,8,2,0
61626,0,13,0,2,0,3.0,6,9,1,1
5511,0,1,0,0,0,4.0,4,9,3,0
48684,6,13,0,1,1,0.0,7,9,3,1
2724,0,3,0,0,0,0.0,3,5,3,0
48345,0,9,0,1,0,0.0,9,4,3,2
112406,1,27,0,2,0,1.0,8,9,1,1
45957,0,3,0,0,0,0.0,9,5,0,3
145256,0,5,0,1,0,2.0,5,1,3,2
35689,0,6,0,0,0,0.0,11,5,1,3
40793,1,12,0,1,0,2.0,4,6,2,1
131336,0,6,0,1,0,1.0,3,3,1,2
92283,0,4,0,1,0,0.0,9,0,3,3
8412,0,7,0,1,0,0.0,11,7,1,0
87886,1,8,0,5,0,0.0,3,9,2,2
73910,1,11,0,2,0,2.0,6,5,3,3
78184,0,9,0,1,0,0.0,5,5,1,3
62716,0,15,0,1,0,0.0,7,4,0,1
73366,1,12,0,1,0,1.0,12,5,1,3
129664,1,16,0,1,0,1.0,6,8,3,1
101253,1,7,0,1,0,2.0,4,5,3,2
82472,2,8,0,0,3,0.0,2,1,3,1
109230,0,6,0,1,2,1.0,8,4,2,2
83991,0,14,0,1,0,0.0,10,2,2,3
62658,0,7,0,1,0,2.0,8,5,1,1
114605,0,13,0,1,0,1.0,6,8,3,1
33421,0,6,0,1,0,0.0,10,9,0,1
75059,1,11,0,1,0,1.0,12,5,1,2
7437,0,4,0,0,0,0.0,3,1,1,0
42925,0,2,0,0,0,0.0,2,2,1,0
50023,0,6,0,1,0,0.0,11,5,1,3
64458,0,7,0,1,0,0.0,3,5,1,3
1620,1,2,0,0,0,0.0,2,0,0,0
48632,1,10,0,0,0,0.0,6,5,1,3
144705,0,8,0,1,0,2.0,4,5,2,3
133332,0,7,0,1,0,2.0,7,5,3,3
79277,1,11,0,2,0,5.0,2,5,1,2
77691,0,5,0,1,1,2.0,2,3,3,2
15669,0,12,0,2,0,0.0,8,9,0,1
4205,1,2,0,0,0,2.0,2,5,3,0
36233,0,13,0,1,0,0.0,9,3,1,1
98120,0,9,0,2,0,0.0,9,3,1,2
60710,2,9,0,0,0,0.0,11,2,3,2
72648,0,3,0,0,0,0.0,12,5,0,3
30851,0,7,0,1,0,0.0,3,3,2,1
68951,0,6,0,0,0,0.0,12,5,0,3
137106,1,8,0,0,0,0.0,7,4,3,1
88243,1,13,0,2,0,0.0,9,4,3,2
67268,0,8,0,2,0,0.0,6,5,1,3
60875,0,5,0,2,0,2.0,4,0,3,3
57499,98,0,98,0,98,0.0,1,2,3,0
131993,0,5,1,0,0,3.0,5,2,3,1
27258,0,10,0,0,0,0.0,11,5,2,1
124161,0,7,0,1,0,0.0,8,9,0,1
98030,0,15,0,0,0,2.0,8,9,0,0
124247,0,0,0,0,0,0.0,3,5,3,0
93439,0,17,0,1,0,1.0,10,5,2,3
50465,0,8,0,2,0,2.0,6,4,2,1
89384,0,3,0,2,0,0.0,3,4,0,2
72562,0,5,0,0,0,1.0,9,4,0,0
68621,0,4,0,1,0,2.0,10,1,3,2
122152,0,12,0,0,0,0.0,8,2,0,1
108629,0,13,0,1,0,0.0,6,3,1,2
39875,0,6,0,0,0,0.0,10,4,1,1
83257,0,3,3,0,0,0.0,3,1,3,2
105876,0,2,0,0,0,0.0,4,3,3,0
60577,0,3,0,0,0,0.0,5,5,0,3
128187,0,11,0,1,0,0.0,9,9,1,1
108981,0,7,0,1,0,0.0,7,5,0,3
26183,0,4,0,0,0,3.0,5,5,2,0
27117,0,2,0,0,0,0.0,12,5,3,0
81659,0,16,0,2,0,0.0,3,7,3,2
3758,0,14,0,2,0,1.0,9,5,2,3
92627,0,7,0,0,0,0.0,8,5,1,3
147113,0,20,0,2,0,0.0,6,9,3,2
29736,0,11,0,1,0,0.0,9,5,0,3
68572,3,1,0,0,0,0.0,6,5,3,3
101237,0,8,0,1,0,1.0,10,2,2,3
132473,0,0,0,0,0,2.0,5,2,3,0
61052,0,9,0,1,0,0.0,8,5,0,2
81988,0,8,0,0,0,0.0,9,5,0,3
64503,4,5,4,3,1,1.0,8,4,0,3
105402,0,0,0,0,0,2.0,2,2,3,0
67084,0,6,0,2,0,0.0,8,5,0,3
112147,1,2,3,0,1,0.0,5,3,3,0
54640,0,6,0,1,0,1.0,12,9,1,0
14818,0,15,0,2,0,0.0,10,5,1,3
3579,0,17,0,1,0,0.0,6,9,0,1
24955,0,19,0,5,0,1.0,9,9,1,2
48689,0,7,0,2,0,0.0,4,5,2,3
54865,0,1,1,0,0,0.0,2,5,3,0
31735,1,9,0,0,0,0.0,12,4,3,2
87918,0,7,0,1,0,1.0,9,5,0,1
141340,0,13,0,1,0,0.0,7,7,1,1
95534,0,23,0,0,0,1.0,9,3,2,2
121986,0,0,0,0,0,0.0,11,5,3,3
39200,0,5,0,1,0,0.0,9,9,1,1
47105,0,8,0,0,0,0.0,10,2,3,3
21548,0,14,0,0,0,2.0,7,4,0,0
99700,0,7,0,1,0,3.0,6,9,1,1
42999,1,4,0,0,0,0.0,4,1,3,2
7685,0,13,0,0,0,1.0,7,2,1,0
92920,0,6,0,2,0,0.0,11,3,1,2
71930,0,8,0,0,0,0.0,7,2,1,0
45711,0,8,0,3,0,0.0,12,6,3,2
54651,0,7,0,1,0,0.0,8,3,2,3
86100,0,18,0,6,0,0.0,8,5,0,3
80115,0,7,0,0,0,1.0,11,8,1,0
36703,2,11,0,1,1,0.0,4,5,2,3
16596,0,5,0,1,0,1.0,4,4,3,2
88116,0,18,0,2,0,1.0,5,6,2,1
82916,0,8,0,2,0,0.0,10,5,0,2
143160,0,1,0,0,0,0.0,2,5,2,3
82330,0,10,0,2,0,2.0,5,9,1,2
37175,0,19,0,2,0,3.0,5,9,1,1
28914,1,14,0,0,0,2.0,5,4,0,0
118042,3,15,0,5,0,2.0,7,9,3,3
53859,2,7,0,3,1,2.0,6,3,0,3
149207,3,7,2,1,4,0.0,7,5,2,3
45233,0,5,0,1,0,0.0,12,3,0,0
95577,0,2,0,0,0,0.0,11,5,1,0
140864,0,9,0,0,0,0.0,7,5,2,1
66902,0,15,0,1,0,0.0,4,5,3,2
95525,0,10,0,0,0,2.0,4,6,3,1
52358,0,24,0,0,0,0.0,9,5,1,1
96742,0,17,0,2,0,0.0,10,5,1,3
98992,2,21,0,3,0,1.0,8,9,2,2
112374,2,11,0,0,0,0.0,3,5,3,3
80732,0,8,0,1,0,0.0,9,6,0,1
21236,0,10,0,1,0,2.0,7,5,1,1
55427,1,8,0,2,0,2.0,4,4,3,2
18998,0,2,0,0,0,0.0,11,5,0,3
13625,1,11,0,2,0,0.0,9,4,1,2
39871,0,5,0,1,0,1.0,7,5,1,3
104982,0,10,0,1,0,0.0,4,9,0,0
83413,0,12,0,1,0,2.0,7,9,1,1
34238,0,5,0,0,0,3.0,4,8,3,1
104414,0,10,1,0,0,0.0,2,1,3,1
7446,1,4,0,0,0,0.0,12,5,0,3
118912,0,14,0,1,0,1.0,7,9,1,0
928,0,4,0,0,0,0.0,5,5,0,0
30973,0,17,0,0,0,0.0,9,4,1,1
32411,0,9,0,0,0,0.0,3,5,2,1
100442,1,8,0,0,0,0.0,7,7,2,0
48744,0,4,0,1,0,0.0,6,9,1,0
42701,3,5,0,0,0,0.0,11,2,3,1
2233,0,4,0,0,0,0.0,5,5,1,3
105673,0,10,0,3,0,0.0,10,9,0,1
7515,0,7,0,1,0,3.0,5,3,2,2
135587,0,19,0,2,0,0.0,9,5,3,2
119531,0,3,1,2,0,0.0,6,5,3,3
11681,0,5,0,0,0,0.0,12,5,0,3
22515,0,9,0,3,1,2.0,6,2,2,3
106256,0,10,0,1,0,2.0,7,8,0,1
21289,0,23,0,2,0,0.0,11,1,1,3
132984,0,7,0,0,0,2.0,8,7,1,0
135003,0,9,0,0,0,0.0,11,5,0,0
49897,0,14,0,0,0,1.0,10,9,0,0
59272,0,10,0,2,0,1.0,7,9,2,2
37153,0,9,0,1,0,2.0,6,4,2,2
79380,0,11,0,0,0,1.0,4,4,0,0
41427,0,11,0,0,0,0.0,12,2,0,0
110931,0,13,0,1,0,0.0,9,5,0,1
89360,0,18,0,0,0,0.0,5,5,2,1
35864,0,23,0,1,0,0.0,8,7,1,1
96679,0,5,0,0,0,1.0,8,8,1,0
4180,0,8,0,0,0,0.0,6,6,2,0
90515,0,2,0,0,0,0.0,1,2,0,0
112536,0,8,0,2,0,3.0,8,9,2,1
62593,1,27,0,8,0,1.0,6,9,3,2
17320,0,7,2,1,0,0.0,12,4,2,1
16224,0,10,0,3,0,0.0,8,8,2,1
9969,1,6,0,4,0,0.0,6,5,0,3
92511,0,7,0,2,0,3.0,7,5,2,2
48106,0,14,0,4,0,1.0,8,4,2,2
73384,0,0,0,0,0,0.0,12,5,3,3
12645,1,8,0,1,0,0.0,6,2,0,2
77251,0,8,0,2,0,2.0,5,9,3,2
28227,0,16,0,1,0,3.0,7,4,1,2
87526,0,8,0,0,0,0.0,3,2,2,1
136774,0,8,0,1,0,0.0,4,5,1,3
103934,0,5,1,1,0,0.0,12,1,3,2
130561,0,3,0,1,0,0.0,12,0,1,3
16037,0,3,0,0,0,0.0,2,3,1,1
102967,0,7,0,1,0,0.0,3,5,2,3
69770,0,5,0,0,0,0.0,10,5,1,3
123001,0,3,0,0,0,0.0,12,9,1,0
20157,0,10,0,1,0,0.0,9,4,2,2
57879,0,5,0,1,0,0.0,8,5,1,3
33794,1,8,0,1,0,2.0,6,6,1,1
147187,0,8,0,0,0,0.0,12,5,0,3
52934,0,8,0,0,0,0.0,2,7,2,0
114478,0,8,0,3,0,3.0,6,9,1,1
66089,1,9,0,1,0,1.0,8,5,3,2
59245,0,10,0,1,0,1.0,6,0,0,3
8965,0,7,0,2,0,0.0,5,4,3,3
132337,0,12,0,2,0,0.0,6,9,3,2
1010,3,15,0,2,2,1.0,6,6,0,1
18855,0,9,0,1,0,0.0,10,8,0,1
136618,0,11,0,5,0,0.0,4,2,1,3
73692,0,9,0,2,0,0.0,12,5,0,3
30147,0,12,0,0,0,0.0,9,7,2,0
87819,0,6,0,2,0,0.0,5,9,1,1
44534,0,4,0,1,0,0.0,12,4,1,0
123640,0,10,0,2,0,0.0,9,2,3,2
104422,0,14,0,1,0,0.0,9,5,0,3
44854,0,9,0,1,0,1.0,5,7,2,1
120425,0,6,0,2,0,0.0,7,5,3,2
32897,0,7,0,2,0,1.0,5,5,3,3
78914,0,8,0,1,0,1.0,4,8,2,2
134862,0,17,0,1,0,0.0,9,4,2,2
141843,3,14,1,2,0,1.0,8,6,3,1
18515,0,5,0,1,0,1.0,3,4,1,1
59832,0,3,0,1,0,0.0,4,5,0,3
104018,0,7,0,1,0,2.0,5,9,1,1
37419,0,27,0,1,0,0.0,7,5,3,2
40217,1,17,0,0,0,0.0,1,5,2,0
33191,0,14,0,2,0,3.0,4,9,3,1
119907,0,10,0,1,0,3.0,6,4,2,2
132141,0,11,0,1,0,0.0,10,3,3,3
119394,0,7,0,0,0,0.0,7,4,2,0
127054,0,6,0,1,0,1.0,7,7,2,1
126299,0,9,0,2,0,0.0,7,2,1,3
37029,0,4,0,1,0,0.0,11,3,0,0
42836,0,15,0,2,1,1.0,9,5,2,2
28454,0,5,0,1,0,3.0,4,9,1,2
45853,0,3,0,0,0,0.0,1,2,3,0
131493,0,13,0,2,0,2.0,4,9,1,1
47675,0,9,0,1,0,1.0,6,9,2,0
1075,0,3,0,0,0,1.0,5,7,3,0
106253,0,9,0,4,0,0.0,10,5,0,3
63655,0,7,0,1,0,0.0,7,3,1,1
103247,0,3,0,1,0,0.0,10,9,1,0
32983,0,15,0,3,0,0.0,9,9,1,2
119938,1,2,2,0,0,0.0,6,2,3,1
78899,0,19,0,0,0,1.0,12,8,0,0
118118,0,17,0,4,0,0.0,7,9,1,2
33247,0,14,0,1,0,4.0,5,9,2,1
47494,2,3,0,0,0,0.0,5,2,3,0
130152,0,18,0,2,0,0.0,10,5,1,1
80288,0,4,0,0,0,1.0,11,6,0,0
128931,0,7,1,0,0,0.0,9,5,2,3
124128,1,17,0,3,0,0.0,6,5,1,1
148585,0,11,0,2,0,0.0,11,4,2,2
72153,1,14,0,4,0,0.0,7,5,1,3
46999,0,12,0,1,0,0.0,10,0,0,2
127126,0,12,0,2,0,1.0,10,9,1,1
63938,0,1,0,0,0,0.0,6,9,3,0
4106,0,3,0,1,0,0.0,2,3,0,2
136288,0,6,0,1,0,1.0,5,4,0,2
25659,1,9,0,0,0,1.0,12,6,0,0
134040,2,8,0,2,0,0.0,9,4,3,2
112964,1,3,1,1,0,2.0,4,1,0,3
4754,0,21,0,2,0,0.0,5,9,0,3
115145,0,19,0,1,0,0.0,7,1,2,3
142640,0,6,0,1,0,0.0,4,5,2,3
125459,0,6,0,1,0,2.0,5,5,3,2
62494,0,7,0,1,0,0.0,8,5,0,1
127616,0,8,0,0,0,0.0,12,5,0,3
66944,0,17,0,1,0,0.0,2,5,1,3
8842,1,9,0,0,0,2.0,7,4,0,0
113787,0,4,0,0,0,0.0,8,6,2,0
75767,0,6,0,1,0,0.0,9,5,2,3
37033,0,1,0,0,0,1.0,2,1,3,0
58255,0,16,0,0,0,0.0,8,5,2,3
4885,0,14,0,2,0,2.0,5,5,1,2
29308,0,2,1,0,0,2.0,3,2,3,1
22223,0,5,0,1,0,1.0,9,5,1,3
77297,0,17,0,1,1,1.0,5,6,2,1
3863,0,4,0,0,0,0.0,4,5,2,3
118991,0,6,0,1,0,1.0,2,2,3,2
128573,1,9,0,1,0,0.0,7,8,0,1
117446,0,5,0,0,0,0.0,11,7,3,0
30867,0,5,0,0,0,1.0,2,5,3,0
105878,0,7,0,0,0,2.0,7,3,2,0
108495,1,3,0,0,1,1.0,2,1,3,0
90496,0,5,0,0,0,1.0,9,5,1,3
51878,0,12,0,0,0,0.0,9,8,1,0
85634,1,24,0,0,0,2.0,4,8,2,2
5674,0,5,0,0,0,0.0,1,1,3,1
41696,0,7,0,0,0,2.0,4,6,2,0
12134,0,1,0,0,0,0.0,12,3,0,0
71420,0,0,2,0,0,0.0,7,4,3,0
142852,0,8,0,1,0,0.0,7,6,2,1
82426,0,11,0,1,1,3.0,6,7,2,1
50061,0,18,0,2,0,0.0,6,6,2,2
32832,0,9,0,1,0,0.0,4,8,1,0
17809,0,11,0,0,0,4.0,6,9,2,0
14559,0,8,0,1,0,0.0,9,5,0,3
44575,0,23,0,1,0,0.0,7,9,2,2
145654,0,12,0,1,0,1.0,5,4,3,2
110383,0,8,0,0,0,0.0,12,5,0,3
104260,1,6,1,1,0,2.0,6,4,0,1
20988,0,12,0,2,0,1.0,8,5,2,3
97982,0,10,0,1,0,2.0,7,5,1,1
81485,0,10,0,0,0,0.0,12,9,1,0
42504,0,16,0,1,0,0.0,8,1,1,2
46189,0,17,0,2,0,1.0,8,9,2,2
23877,0,9,0,1,0,3.0,5,4,3,2
101421,0,9,0,1,0,0.0,2,3,3,1
6415,0,6,0,2,0,0.0,8,9,2,1
142377,0,14,0,1,0,0.0,3,4,1,2
30521,1,8,0,1,0,6.0,8,4,0,2
9414,0,7,0,3,0,0.0,3,9,2,2
4400,0,4,0,0,0,2.0,10,5,0,3
18813,0,8,0,2,0,0.0,8,3,1,2
26988,0,8,0,3,0,0.0,6,5,3,3
49953,0,5,0,1,0,0.0,9,5,3,2
121730,0,7,0,2,0,2.0,5,9,3,1
121548,0,4,0,0,0,0.0,2,2,3,1
29661,0,4,0,1,0,1.0,9,9,1,0
12372,0,16,0,1,0,0.0,10,5,0,3
73603,0,8,0,1,0,1.0,12,6,0,1
95305,0,7,0,0,0,1.0,6,6,2,0
24556,1,6,0,0,0,0.0,3,1,1,0
85198,0,22,0,2,0,0.0,12,1,1,3
129863,0,5,0,2,0,1.0,6,9,1,0
78559,0,3,0,0,0,0.0,12,5,0,0
107988,0,7,0,0,0,0.0,8,9,1,0
81243,1,9,0,1,0,2.0,4,3,2,1
146278,0,9,0,1,0,0.0,10,4,0,1
26594,0,9,0,2,0,0.0,8,9,0,2
134212,0,3,0,0,0,0.0,8,4,3,1
102896,0,15,0,0,0,0.0,8,4,0,0
122470,0,4,0,0,0,0.0,11,5,2,3
65729,0,41,0,29,0,0.0,5,9,1,2
37523,0,2,0,0,0,0.0,11,5,1,3
122794,0,4,0,1,0,0.0,4,9,3,1
110052,1,3,1,0,1,0.0,5,2,2,0
117925,0,39,0,0,0,1.0,5,7,3,1
69302,1,17,0,2,0,3.0,6,2,2,3
126697,0,9,0,0,0,3.0,6,5,0,3
57072,0,2,0,0,0,0.0,11,5,3,0
144480,1,17,0,0,0,1.0,10,9,1,0
60465,0,1,0,0,0,0.0,1,1,3,0
106501,0,2,5,2,0,0.0,4,4,3,0
38363,2,2,0,0,0,0.0,4,5,3,3
54118,0,15,0,2,0,1.0,9,3,1,2
1897,0,4,0,0,0,0.0,10,5,1,3
104106,0,8,0,1,0,2.0,5,4,1,2
46444,0,10,0,1,0,1.0,3,6,0,1
102892,0,11,0,1,0,0.0,9,5,0,1
51352,0,4,0,0,0,0.0,9,5,0,3
94960,0,9,0,0,0,0.0,3,3,2,0
84677,0,11,0,2,0,0.0,8,7,0,2
85277,0,6,0,1,0,0.0,8,4,0,1
63599,0,12,0,1,0,0.0,10,5,1,3
149596,0,12,0,0,1,0.0,6,5,0,2
84457,0,8,0,1,0,1.0,5,5,2,2
116458,2,12,0,2,0,2.0,9,5,3,1
74511,1,3,1,1,0,2.0,6,9,0,0
98623,0,5,0,1,0,2.0,10,4,3,2
12792,0,17,0,2,0,0.0,9,4,1,1
110222,0,11,0,2,0,1.0,6,4,2,2
149553,0,7,1,0,0,0.0,10,5,1,3
71312,0,10,0,0,0,2.0,2,1,3,3
18951,0,9,0,2,0,1.0,11,9,2,2
143403,0,10,0,1,0,4.0,6,5,1,3
132814,0,13,0,1,0,4.0,5,9,2,1
8648,0,3,0,0,0,4.0,6,5,1,0
111820,1,3,3,0,1,0.0,2,2,3,0
46191,0,13,0,4,0,2.0,7,9,2,2
31554,0,7,0,0,0,2.0,4,2,2,0
17318,0,8,0,2,0,0.0,5,5,0,3
100235,0,8,0,2,0,0.0,9,0,0,3
10734,0,8,0,1,0,2.0,6,9,0,1
147863,0,21,0,1,1,4.0,4,9,1,0
56897,0,3,0,0,0,0.0,2,5,1,3
12452,0,4,0,1,0,0.0,6,8,0,0
42626,0,6,0,1,0,0.0,8,6,0,1
9669,0,5,0,1,0,0.0,12,7,0,1
70857,0,12,0,2,0,3.0,4,8,3,2
138373,0,20,0,1,0,0.0,9,0,0,3
76264,0,11,0,2,0,0.0,3,7,1,2
121794,0,2,0,0,0,0.0,2,1,1,0
121655,0,4,0,0,0,2.0,4,3,0,0
71993,0,9,0,2,0,1.0,6,7,2,2
75007,0,9,0,1,0,2.0,5,4,1,0
136753,0,10,0,2,0,2.0,5,8,1,1
14251,3,6,3,1,1,2.0,7,6,3,2
52903,0,20,0,2,0,0.0,7,9,3,2
105447,0,4,0,1,0,0.0,5,3,2,3
115873,0,7,0,2,0,0.0,4,5,2,2
115294,0,2,0,0,0,0.0,4,4,3,0
55553,0,4,0,1,0,0.0,7,4,0,2
27400,0,10,0,0,0,2.0,7,9,3,0
82290,0,13,0,2,0,2.0,4,9,3,1
143257,1,7,0,2,0,2.0,10,9,0,0
21742,0,17,0,3,0,2.0,7,5,2,2
53806,0,9,0,1,0,0.0,9,5,2,3
82892,2,10,0,3,0,0.0,9,7,2,2
106776,0,12,0,1,0,0.0,7,5,1,2
119216,0,3,0,0,0,1.0,8,6,1,0
112740,1,7,0,2,0,0.0,6,5,1,3
29374,0,10,0,2,0,5.0,7,8,2,2
63093,0,2,0,0,0,0.0,3,8,3,0
120277,0,3,0,1,0,0.0,6,5,1,3
21299,0,18,0,1,0,1.0,9,9,2,2
21798,0,4,0,2,0,0.0,6,5,3,2
19908,1,18,0,4,0,2.0,9,9,3,2
80351,0,12,0,2,0,2.0,4,7,2,3
53517,0,1,0,0,0,0.0,12,5,1,3
92112,0,4,0,0,0,0.0,2,0,2,3
82248,0,4,0,1,0,0.0,8,8,1,1
78978,0,4,0,0,0,0.0,6,5,0,3
146272,0,3,0,0,0,0.0,4,2,3,1
58462,0,7,0,0,0,0.0,5,2,3,0
149202,0,7,0,1,0,1.0,6,1,2,3
40032,0,9,0,2,1,0.0,4,2,0,3
2506,0,4,0,0,0,0.0,12,3,1,0
42942,0,1,0,0,0,0.0,8,5,3,3
137517,0,4,0,0,0,0.0,11,5,0,3
5397,0,8,0,1,0,0.0,6,5,0,3
29317,0,12,0,2,0,3.0,4,9,3,1
109869,0,9,0,0,0,2.0,6,7,0,0
109919,0,11,0,0,0,0.0,9,5,0,0
116478,0,7,0,2,0,2.0,8,4,2,1
121579,0,10,0,0,0,0.0,6,1,3,2
141166,0,7,0,1,0,0.0,5,5,3,3
56773,0,4,0,0,0,0.0,2,4,2,0
133543,0,6,0,1,0,1.0,6,9,0,0
6610,0,0,1,0,0,0.0,2,0,3,0
70339,0,10,0,1,0,0.0,5,6,1,1
72433,1,6,0,1,0,0.0,8,5,0,3
84634,0,1,0,0,0,0.0,2,4,0,0
47115,0,9,0,1,0,0.0,9,5,3,3
128825,0,15,0,1,0,0.0,7,0,2,3
62775,1,13,0,2,0,3.0,7,9,1,2
59898,0,6,0,1,0,2.0,5,5,1,3
102722,0,2,0,0,0,0.0,12,2,0,0
6328,0,6,0,1,0,0.0,5,5,1,3
130945,0,7,0,0,0,0.0,10,5,0,0
125283,0,2,0,0,0,0.0,11,9,3,0
89502,0,10,0,1,0,0.0,9,3,2,2
87036,0,9,0,1,0,2.0,4,7,0,1
70377,0,11,0,2,0,0.0,9,9,0,0
91860,0,1,0,0,0,0.0,1,5,1,0
87577,0,10,0,2,0,2.0,5,9,2,2
54494,2,21,0,2,0,0.0,9,5,0,3
93431,1,15,0,2,0,2.0,8,8,2,2
64428,0,9,0,1,0,1.0,9,4,1,1
87104,0,5,0,1,0,0.0,6,9,0,2
38381,0,12,0,2,0,2.0,6,5,3,3
44903,0,9,0,0,0,1.0,4,2,0,1
82538,0,4,0,1,0,0.0,9,0,2,1
130043,0,8,0,1,0,0.0,9,7,0,0
24093,3,8,0,3,0,1.0,9,8,3,2
135842,0,9,0,1,0,3.0,5,9,1,1
107965,0,17,0,2,0,3.0,6,9,3,1
62961,0,5,0,0,0,0.0,12,5,1,3
35491,0,12,0,0,1,0.0,7,8,2,2
111444,2,5,1,0,4,0.0,4,5,3,3
47358,0,2,0,1,0,0.0,12,5,0,3
45418,2,9,0,0,2,1.0,4,4,3,0
126004,0,6,0,1,0,0.0,9,5,2,3
59510,0,9,0,0,0,0.0,10,3,1,0
67058,0,10,0,3,0,3.0,5,9,1,2
78750,0,5,0,1,0,0.0,5,5,0,3
96312,0,16,0,3,0,0.0,9,6,2,1
74626,1,5,0,1,0,0.0,5,5,0,3
27573,0,10,0,2,0,0.0,8,9,0,1
16506,2,9,0,0,0,0.0,3,3,3,1
128244,1,8,0,0,0,0.0,2,2,3,1
117418,0,7,0,1,0,2.0,4,6,1,1
62291,0,23,0,3,0,0.0,8,6,2,2
61230,0,6,0,0,0,0.0,11,5,2,3
131726,0,3,0,1,0,0.0,12,5,0,3
142272,0,7,0,0,0,0.0,4,5,2,3
137054,0,2,0,0,0,1.0,12,9,0,0
106679,0,9,0,2,0,2.0,7,3,0,3
78293,0,3,0,0,0,1.0,1,1,3,1
73494,0,8,0,0,0,0.0,11,3,0,0
92248,0,9,0,1,0,2.0,6,5,3,3
136395,0,4,0,0,0,0.0,12,5,0,3
112658,0,5,0,1,0,0.0,8,3,0,1
69852,0,22,0,2,0,0.0,8,6,1,1
51087,1,14,0,1,0,1.0,7,4,2,2
27676,0,15,0,2,0,1.0,5,7,3,2
89329,0,15,0,1,0,0.0,8,9,3,2
139506,0,5,0,0,0,0.0,12,5,2,3
11439,0,7,0,1,0,2.0,8,5,2,3
37047,0,7,0,2,0,0.0,7,8,1,2
7237,0,0,2,0,0,0.0,7,3,3,0
105760,0,5,3,0,2,2.0,4,2,3,1
47577,0,6,0,1,0,0.0,10,2,0,1
102624,0,7,0,1,0,0.0,6,5,0,3
90373,0,6,0,1,0,0.0,9,5,1,3
43353,0,7,0,1,0,0.0,6,2,1,2
